"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"JISLDVREQS","51.15","94841.00","97110.62","-2.66","-2.57","11.32","22.37","8.37","51.96","51.73","50.21","50.54","48.93","49.66","47.75","48.49","47.46","47.53","45.33","45.94","43.11","44.31","54.18","43.68","48.93","1.60","1.30","0.31","40.00","22.93","8.32","61.35","54.71","63.18","-92.01","49.64","2.95","1.90","-29.17","0.21","0.00","28.84","5.20","NO PATTERN","2016-08-30"
"JISLJALEQS","83.50","10101451.00","6140362.24","-1.24","-0.18","17.77","29.36","32.02","84.53","84.04","81.37","81.73","78.92","79.91","75.73","77.35","74.60","75.28","70.64","71.90","65.82","68.15","88.27","69.57","78.92","3.35","2.88","0.47","36.65","30.48","13.00","64.28","53.84","71.76","-36.49","79.66","3.85","2.76","-20.65","0.30","0.00","33.33","12.60","NO PATTERN","2016-08-30"
"JISLJALEQS-1M","83.50","27423000.00","13835820.00","-1.53","-0.42","16.86","28.56","31.60","84.56","84.10","81.45","81.84","79.08","80.05","75.93","77.54","74.85","75.50","70.91","72.14","66.07","68.39","88.36","69.81","79.08","3.29","2.83","0.46","34.60","29.77","12.84","63.51","54.70","71.13","-34.31","78.86","3.90","2.79","-20.32","0.29","0.00","33.33","12.05","","2016-08-30"
"JISLJALEQS-2M","84.25","657000.00","5110920.00","-1.12","0.00","16.37","28.23","21.05","84.55","84.18","80.89","81.58","78.48","79.77","75.87","77.33","74.84","75.35","70.94","72.08","66.36","68.49","88.25","68.72","78.48","3.30","2.66","0.64","35.95","38.87","8.44","66.36","68.52","77.41","49.52","80.98","3.65","2.59","-17.52","0.28","0.00","52.57","11.85","","2016-08-30"
"JKCEMENT","800.40","22858.00","34343.14","0.91","2.01","12.20","37.51","21.46","787.26","790.48","781.78","778.91","767.99","767.60","742.81","746.34","720.92","725.57","666.81","689.47","618.85","652.01","814.96","721.01","767.99","22.34","22.77","-0.43","59.26","30.18","6.08","70.80","64.08","43.75","142.89","844.91","16.10","23.27","-9.87","0.38","100.00","66.67","87.05","NO PATTERN","2016-08-30"
"JKIL","171.85","6739408.00","594792.96","-0.12","11.74","-21.13","-29.77","-55.62","162.52","164.21","148.27","161.86","165.90","168.23","189.00","181.35","200.33","193.26","217.51","216.28","278.89","271.03","224.48","107.32","165.90","-12.94","-17.42","4.48","36.96","27.33","29.68","48.25","91.46","91.93","78.56","120.06","16.55","12.61","-24.10","-0.60","99.26","99.75","-46.05","NO PATTERN","2016-08-30"
"JKLAKSHMI","453.40","235036.00","154714.68","0.13","2.79","6.69","33.77","27.13","452.20","450.77","443.15","444.54","439.81","439.49","429.48","429.18","417.90","417.94","387.52","396.39","348.05","371.06","459.67","419.96","439.81","10.17","10.09","0.09","30.65","24.19","9.22","64.03","76.98","81.13","166.67","428.53","16.20","13.48","-27.68","0.37","75.73","84.97","28.45","Doji","2016-08-30"
"JKPAPER","59.75","240067.00","469155.98","-0.75","4.37","5.38","12.95","48.63","59.46","59.40","57.84","58.27","56.84","57.81","57.19","57.29","57.43","56.62","55.12","54.72","49.39","50.25","60.88","52.80","56.84","0.79","0.36","0.43","31.46","28.60","8.44","58.37","39.56","39.22","16.37","56.75","1.60","2.82","-49.27","0.14","51.91","55.73","3.05","NO PATTERN","2016-08-30"
"JKTYRE","133.20","4459331.00","1766503.70","2.15","19.78","47.75","55.06","17.88","127.67","126.87","116.02","117.93","109.56","112.72","101.59","106.18","97.67","101.76","92.16","96.63","92.27","96.43","135.06","84.06","109.56","9.38","7.09","2.29","45.73","44.38","6.85","79.11","85.38","83.40","120.71","115.82","6.75","5.46","-4.36","0.41","67.94","51.75","43.05","NO PATTERN","2016-08-30"
"JMA","201.70","3492.00","1271.82","-2.40","2.91","-5.08","11.44","-3.70","202.69","202.69","200.72","201.68","201.32","201.24","200.68","199.87","198.80","197.98","191.48","194.43","186.78","192.93","209.73","192.91","201.32","1.02","0.93","0.09","21.83","24.37","15.99","50.95","43.11","43.76","-36.54","195.39","10.65","8.37","-65.82","0.15","46.34","60.57","-10.80","NO PATTERN","2016-08-30"
"JMCPROJECT","242.25","15665.00","20253.68","2.06","3.68","-5.09","-12.47","-2.42","238.34","238.82","237.76","240.44","245.16","242.74","248.26","245.47","247.14","246.49","251.22","244.90","235.32","239.34","267.66","222.66","245.16","-4.10","-3.84","-0.26","15.16","19.62","14.89","48.04","48.18","43.87","102.95","255.24","11.05","11.37","-67.50","-0.01","100.00","82.21","-13.00","Engulfing Line - Bullish","2016-08-30"
"JMFINANCIL","66.80","632116.00","1792773.58","1.14","-1.76","-6.64","47.95","35.09","66.32","66.42","66.68","66.56","66.97","66.03","64.71","63.98","60.66","61.40","53.99","56.45","45.79","50.34","68.96","64.98","66.97","1.35","2.01","-0.66","32.20","20.05","13.54","55.33","27.75","20.60","14.53","69.80","1.30","2.94","-58.72","0.68","58.61","30.71","-4.75","NO PATTERN","2016-08-30"
"JMTAUTOLTD","51.90","69466.00","567724.80","1.86","-1.24","21.12","10.07","-53.64","51.99","52.01","53.37","52.53","54.02","51.99","49.78","50.49","46.82","49.54","47.05","50.28","61.07","59.21","57.02","51.01","54.02","1.23","2.00","-0.76","24.27","20.46","15.08","52.84","28.13","27.67","45.29","56.09","2.95","2.76","-81.33","0.27","39.75","13.25","9.05","Doji","2016-08-30"
"JOCIL","189.90","10495.00","7834.02","2.10","0.00","-5.52","2.73","30.65","188.93","188.92","190.45","191.14","194.44","192.75","196.66","194.00","195.93","193.69","192.08","190.63","184.42","180.12","206.40","182.47","194.44","-2.70","-1.99","-0.72","27.28","11.92","36.15","44.52","40.08","42.05","-113.90","191.35","15.95","8.45","-32.81","0.08","100.00","33.33","-11.10","Engulfing Line - Bullish","2016-08-30"
"JPASSOCIAT","11.25","9264869.00","66252512.48","0.90","-2.60","-7.02","104.55","11.39","11.38","11.29","11.24","11.35","11.46","11.36","11.68","11.10","10.84","10.66","8.95","9.90","9.25","9.87","12.36","10.56","11.46","0.06","0.15","-0.09","18.85","20.51","27.44","49.87","45.45","54.30","-36.49","11.92","0.25","0.62","-46.88","0.80","21.04","16.28","-0.85","NO PATTERN","2016-08-30"
"JPASSOCIAT-1M","11.40","17748000.00","76527040.00","1.33","-1.72","-6.56","103.57","12.87","11.47","11.39","11.31","11.43","11.54","11.43","11.74","11.17","10.90","10.72","9.01","9.96","9.31","9.93","12.46","10.61","11.54","0.07","0.15","-0.08","17.84","21.10","28.18","50.86","50.95","59.33","-29.22","11.92","0.20","0.60","-40.62","0.80","34.40","23.62","-0.80","","2016-08-30"
"JPASSOCIAT-2M","11.40","136000.00","24316800.00","1.33","-2.98","-6.94","103.57","2.70","11.52","11.43","11.38","11.49","11.62","11.50","11.82","11.24","10.98","10.80","9.07","10.03","9.37","9.99","12.58","10.66","11.62","0.06","0.15","-0.09","17.18","30.13","30.40","49.90","33.86","48.15","-36.81","10.84","0.25","0.50","-43.75","0.80","28.52","18.62","-0.85","","2016-08-30"
"JPINFRATEC","8.90","862337.00","2824717.08","-0.56","-6.32","-13.59","60.36","-38.41","9.28","9.06","8.85","9.05","8.91","9.11","9.60","9.14","9.49","9.05","8.22","8.94","9.51","9.98","9.85","7.96","8.91","-0.11","-0.15","0.04","18.26","19.48","23.12","46.89","31.33","51.25","-80.91","7.90","0.55","0.70","-46.30","0.28","0.00","17.38","-1.40","NO PATTERN","2016-08-30"
"JPOLYINVST","85.65","1740.00","9439.96","0.71","-4.41","-8.30","8.42","11.02","87.00","86.26","86.32","86.99","87.23","87.59","90.75","88.00","88.84","87.70","85.82","86.40","84.44","83.93","91.53","82.93","87.23","-1.00","-0.87","-0.13","22.97","21.12","14.49","44.51","14.30","29.33","-44.63","81.59","5.15","4.83","-58.16","0.11","13.84","7.79","-7.75","NO PATTERN","2016-08-30"
"JPPOWER","4.95","965545.00","3092456.56","0.00","-2.94","-18.18","28.57","-25.56","4.94","4.95","5.02","5.08","5.25","5.20","5.62","5.29","5.46","5.27","4.97","5.22","5.45","5.59","6.00","4.50","5.25","-0.20","-0.17","-0.04","24.77","16.37","24.46","40.20","36.67","35.66","15.87","4.55","0.15","0.29","-63.64","0.24","100.00","60.90","-1.10","NO PATTERN","2016-08-30"
"JSL","23.50","177794.00","877671.32","-0.42","-5.81","17.21","56.15","-39.28","24.03","23.92","24.86","24.18","24.77","23.66","21.79","22.33","19.85","21.20","18.23","20.28","21.63","24.38","27.06","22.47","24.77","1.13","1.66","-0.53","48.32","22.19","15.63","53.47","22.69","21.70","-53.91","27.39","1.15","1.44","-83.90","0.81","11.52","9.32","3.45","NO PATTERN","2016-08-30"
"JSLHISAR","76.05","472733.00","572923.28","1.60","-3.92","39.67","88.24","0.00","76.80","76.67","77.36","75.52","74.24","72.64","65.01","66.78","57.53","61.47","48.62","52.74","","","84.63","63.85","74.24","5.84","6.92","-1.07","55.34","24.35","14.88","63.33","26.87","20.01","-42.38","82.91","3.80","4.72","-48.85","1.36","20.57","6.86","21.60","NO PATTERN","2016-08-30"
"JSWENERGY","77.95","2545126.00","3290807.28","0.19","-0.76","-5.57","9.56","5.91","78.56","78.33","78.77","78.98","79.65","79.36","80.08","79.55","80.88","79.13","76.65","77.74","75.55","78.10","82.69","76.61","79.65","-0.63","-0.43","-0.20","10.37","18.17","18.74","43.96","17.02","29.90","-73.64","83.63","1.05","2.51","-74.60","0.12","8.55","2.85","-4.60","NO PATTERN","2016-08-30"
"JSWENERGY-1M","78.45","7664000.00","9128160.00","0.06","-0.25","-5.77","9.41","6.45","78.72","78.65","78.93","79.19","79.88","79.56","80.32","79.73","80.94","79.30","76.83","77.91","75.74","78.29","83.05","76.71","79.88","-0.60","-0.42","-0.17","10.26","18.18","20.40","44.77","26.40","34.25","-54.62","84.10","1.15","2.51","-71.50","0.12","7.87","2.85","-4.80","","2016-08-30"
"JSWENERGY-2M","78.55","8000.00","2786240.00","-0.32","-0.70","-3.80","10.87","-10.18","79.10","79.05","79.58","79.69","80.49","80.03","80.87","80.06","81.08","79.48","76.64","78.01","76.78","78.55","83.88","77.10","80.49","-0.52","-0.27","-0.25","11.34","23.74","24.34","43.91","27.34","37.44","-107.10","84.21","0.25","2.05","-82.78","0.15","0.00","22.41","-3.10","","2016-08-30"
"JSWHL","1292.00","2916.00","18097.42","1.54","1.53","-4.22","25.89","47.63","1288.84","1284.61","1272.68","1281.72","1274.69","1280.71","1293.29","1269.87","1275.29","1248.27","1166.03","1195.38","1071.87","1096.90","1320.44","1228.95","1274.69","4.24","4.61","-0.37","27.74","23.40","15.40","53.29","20.17","25.72","-11.77","1247.24","30.65","46.60","-46.19","0.29","50.73","16.94","-56.95","NO PATTERN","2016-08-30"
"JSWSTEEL","1781.15","254245.00","609907.02","0.45","1.29","6.32","28.22","85.24","1763.08","1768.49","1759.52","1753.77","1741.49","1733.91","1698.62","1686.89","1617.24","1635.04","1499.99","1529.93","1266.54","1312.22","1806.29","1676.69","1741.49","41.98","48.33","-6.35","42.09","31.06","13.34","68.20","70.42","49.60","135.22","1732.05","19.60","32.78","-15.36","0.45","100.00","75.76","105.95","NO PATTERN","2016-08-30"
"JSWSTEEL-1M","1791.35","1841400.00","2861292.00","0.39","1.66","6.27","27.86","86.20","1769.73","1776.49","1764.27","1759.83","1747.56","1739.61","1703.87","1692.24","1621.88","1640.18","1504.87","1534.70","1270.36","1316.10","1809.65","1685.48","1747.56","42.61","48.31","-5.70","44.62","31.07","12.05","69.09","74.86","54.68","122.69","1742.00","20.50","32.49","-11.89","0.45","100.00","83.24","105.65","","2016-08-30"
"JSWSTEEL-2M","1799.60","26400.00","765792.00","0.30","1.47","6.16","28.54","85.93","1780.83","1786.84","1775.37","1770.66","1758.62","1750.17","1713.86","1701.88","1629.82","1648.86","1511.00","1541.99","1275.72","1321.99","1820.76","1696.48","1758.62","43.26","49.39","-6.12","47.98","35.63","12.59","69.02","74.68","54.92","120.09","1754.10","20.20","29.40","-13.20","0.46","100.00","82.91","104.50","","2016-08-30"
"JSWSTEEL-3M","1775.80","600.00","4332.00","0.47","1.07","35.51","96.87","0.00","1781.04","1768.68","1725.24","1704.51","1623.10","1638.93","1501.64","1523.12","1375.41","1402.80","","","","","1927.16","1319.04","1623.10","126.98","126.50","0.48","47.91","14.55","82.40","76.66","58.31","60.56","-166.67","1807.05","1767.55","160.87","-1.73","","7.04","2.35","465.30","","2016-08-30"
"JUBILANT","543.80","3604935.00","1322667.12","6.81","7.83","62.01","49.95","54.62","521.10","520.00","476.18","478.76","426.14","449.29","382.21","414.30","362.49","395.20","366.36","378.61","374.88","369.48","592.63","259.66","426.14","52.62","42.52","10.10","54.27","46.19","7.04","83.13","52.39","55.64","106.49","480.62","43.75","25.47","-4.53","0.31","37.23","12.41","208.15","NO PATTERN","2016-08-30"
"JUBLFOOD","1182.00","366667.00","484873.32","-1.03","-3.92","-3.42","14.35","-33.85","1209.34","1202.26","1213.20","1208.77","1208.60","1205.28","1195.90","1193.46","1173.80","1182.72","1148.69","1179.96","1222.50","1274.99","1263.77","1153.43","1208.60","8.51","14.02","-5.51","18.26","21.30","17.28","46.00","12.64","26.79","-105.07","1156.38","34.60","40.34","-75.40","0.14","0.00","0.00","-41.90","NO PATTERN","2016-08-30"
"JUBLFOOD-1M","1190.85","997000.00","1070230.00","-1.04","-3.06","-2.94","15.06","-33.23","1213.81","1207.85","1214.79","1211.60","1209.87","1207.45","1197.56","1195.32","1175.69","1184.56","1150.76","1181.91","1225.21","1277.47","1262.62","1157.12","1209.87","9.53","13.96","-4.42","18.30","23.36","17.86","47.53","18.38","30.41","-102.98","1156.09","33.85","39.59","-69.80","0.13","0.00","0.00","-36.05","","2016-08-30"
"JUBLFOOD-2M","1190.00","2000.00","214270.00","-0.83","-3.62","-2.67","15.22","-32.36","1223.71","1214.59","1221.05","1218.75","1216.03","1214.17","1203.24","1201.70","1181.55","1190.91","1158.84","1188.63","1233.15","1286.21","1274.45","1157.60","1216.03","10.25","14.66","-4.41","14.89","26.57","30.38","46.64","25.20","45.75","-95.96","1262.46","10.00","32.92","-78.19","0.13","0.00","33.33","-32.60","","2016-08-30"
"JUBLINDS","222.80","201393.00","77918.08","3.87","-4.03","36.31","47.21","-7.13","223.85","221.51","210.83","212.00","197.27","203.55","184.00","192.52","178.75","185.25","170.12","178.17","179.44","190.72","251.28","143.26","197.27","15.33","13.41","1.92","38.47","29.06","13.40","66.81","23.55","32.43","-45.67","209.24","14.00","14.44","-34.00","0.36","25.49","8.50","59.35","NO PATTERN","2016-08-30"
"JUNIOR","22973.85","19707.12","20062.42","0.68","1.40","2.30","16.53","8.33","22836.25","22850.03","22741.77","22727.20","22612.72","22582.07","22329.96","22231.39","21741.52","21836.85","20769.02","21110.06","19638.81","20345.10","23160.03","22065.41","22612.72","308.48","348.11","-39.63","31.85","35.06","18.86","65.58","72.77","63.13","166.67","22379.25","182.40","240.42","-2.72","0.26","100.00","57.15","516.45","NO PATTERN","2016-08-30"
"JUNIORBEES","231.87","3743.00","12271.52","1.21","1.85","2.87","17.08","8.50","229.69","229.91","228.65","228.49","227.22","226.96","224.33","223.39","218.41","219.44","208.86","212.23","197.76","204.73","232.77","221.68","227.22","3.22","3.55","-0.33","25.04","35.30","17.94","68.11","57.16","36.03","135.56","223.89","4.09","4.03","-57.21","0.25","100.00","42.43","6.46","Engulfing Line - Bullish","2016-08-30"
"JUSTDIAL","498.80","1665839.00","1710371.96","-1.34","8.21","-10.21","-26.65","-48.26","491.50","493.28","481.38","489.16","483.92","495.83","512.14","517.06","546.39","542.24","621.87","591.42","692.98","693.08","512.34","455.50","483.92","-15.60","-22.99","7.39","33.78","19.43","22.49","47.26","80.75","75.05","55.59","447.23","16.95","22.80","-28.30","-0.58","85.11","95.04","-56.70","Engulfing Line - Bearish","2016-08-30"
"JUSTDIAL-1M","499.65","2317600.00","2728538.00","-1.13","8.73","-10.33","-24.13","-48.00","491.81","493.27","480.07","488.48","483.24","495.00","511.49","515.46","545.34","539.23","613.64","585.32","680.40","684.53","513.65","452.83","483.24","-15.17","-22.68","7.51","33.11","19.21","22.48","48.08","82.21","78.52","57.52","454.92","16.20","23.77","-26.08","-0.55","86.55","95.52","-57.55","","2016-08-30"
"JUSTDIAL-2M","498.30","15200.00","502384.00","-0.83","9.50","-10.36","-22.18","-51.06","489.75","491.21","477.49","486.17","480.92","492.55","509.40","512.14","542.12","534.37","603.37","577.46","666.04","675.61","512.56","449.27","480.92","-14.76","-22.17","7.42","29.57","21.33","23.64","48.67","85.87","83.78","59.74","450.89","10.55","21.30","-24.50","-0.51","90.51","96.84","-57.60","","2016-08-30"
"JVLAGRO","18.55","195717.00","260211.86","0.00","-3.64","-7.02","-0.54","1.09","18.75","18.75","19.42","19.17","19.42","19.41","19.83","19.71","20.58","19.84","19.89","19.81","19.59","19.32","20.69","18.16","19.42","-0.44","-0.34","-0.10","23.01","11.53","23.54","35.29","22.77","21.26","-42.74","20.36","0.60","0.87","-82.46","-0.03","13.47","8.36","-1.40","NO PATTERN","2016-08-30"
"JYOTHYLAB","310.60","118600.00","175134.94","1.40","6.90","7.85","10.10","-2.48","301.25","302.12","291.32","294.98","289.71","292.94","289.78","292.02","292.68","292.20","295.37","292.91","293.47","295.94","304.81","274.61","289.71","3.21","0.28","2.92","26.49","31.41","6.71","76.13","88.19","85.51","118.18","282.55","7.10","6.73","-4.90","-0.05","100.00","97.99","22.60","NO PATTERN","2016-08-30"
"JYOTISTRUC","12.75","155419.00","1007665.46","0.39","-4.85","-0.39","37.84","-5.90","13.01","12.92","12.75","12.87","12.56","12.78","12.98","12.53","12.29","12.26","11.13","12.03","12.83","13.18","14.16","10.96","12.56","0.20","0.21","-0.01","21.70","29.81","18.88","51.00","13.81","19.58","-46.25","11.57","0.95","0.76","-53.52","0.38","7.39","2.46","-0.05","NO PATTERN","2016-08-30"
"KABRAEXTRU","114.65","100186.00","45561.00","7.45","6.31","6.11","20.94","23.21","107.97","109.15","106.29","107.53","106.21","107.41","108.65","107.30","108.86","106.50","103.34","103.62","95.81","99.04","111.14","101.28","106.21","0.18","-0.56","0.74","20.03","30.80","10.73","65.34","46.39","38.34","166.67","104.07","11.80","4.63","-22.65","0.12","100.00","52.99","6.60","NO PATTERN","2016-08-30"
"KAJARIACER","1269.75","77767.00","41694.86","-0.48","-0.83","-0.01","16.46","74.40","1275.56","1273.45","1268.26","1268.17","1261.23","1262.09","1252.29","1247.31","1233.96","1227.07","1174.56","1175.77","1044.04","1055.96","1288.84","1233.62","1261.23","12.78","13.68","-0.90","25.32","14.40","16.02","57.38","70.36","78.24","-39.23","1241.00","9.35","26.65","-29.29","0.23","0.00","2.67","-0.10","NO PATTERN","2016-08-30"
"KAKATCEM","351.10","42072.00","99057.50","0.60","-0.47","-14.21","-17.81","231.23","350.72","351.72","359.68","360.56","367.89","368.70","385.84","381.84","401.21","388.15","421.33","375.12","274.95","291.74","402.20","333.58","367.89","-15.68","-15.33","-0.35","18.97","12.66","22.76","37.62","35.72","32.50","-38.70","396.02","10.80","21.81","-79.00","-0.16","100.00","55.02","-58.15","Engulfing Line - Bullish","2016-08-30"
"KALINDEE","118.35","178155.00","103453.40","1.11","3.18","5.11","13.53","5.72","115.60","115.90","111.47","112.66","109.44","110.86","107.38","108.58","104.81","107.34","104.22","107.53","118.58","113.60","118.55","100.33","109.44","3.27","2.42","0.85","50.52","38.28","6.26","72.49","70.38","65.70","142.38","108.08","2.35","4.15","-31.99","0.10","100.00","51.96","5.75","NO PATTERN","2016-08-30"
"KALPATPOWR","263.10","711525.00","77903.88","2.08","1.50","-3.09","10.64","0.19","258.33","259.18","258.59","259.27","259.83","259.92","262.70","259.49","260.54","256.83","247.27","248.97","230.76","244.45","267.66","252.00","259.83","-0.87","-0.71","-0.16","25.47","28.11","14.39","53.48","43.42","47.33","166.67","251.00","29.35","8.97","-65.43","0.19","100.00","79.33","-8.40","Doji","2016-08-30"
"KALYANIFRG","275.05","236.00","508.90","4.98","2.33","0.71","4.36","0.00","269.79","269.65","267.06","268.38","269.87","267.32","264.76","264.44","259.59","261.71","253.60","258.41","259.56","259.75","288.31","251.43","269.87","2.38","2.81","-0.43","18.08","18.83","21.94","54.03","74.32","64.67","88.72","250.00","13.10","14.28","-28.43","0.15","80.34","56.03","1.95","NO PATTERN","2016-08-30"
"KAMATHOTEL","34.40","20022.00","19034.90","1.18","-1.01","-4.04","8.35","-39.44","34.13","34.11","33.60","33.95","33.69","33.97","34.62","33.95","33.89","33.91","33.39","34.41","37.92","39.74","35.36","32.02","33.69","-0.02","-0.12","0.09","17.78","11.79","11.54","53.61","53.37","49.66","38.85","35.34","1.80","1.69","-26.32","0.05","100.00","43.92","-1.45","NO PATTERN","2016-08-30"
"KAMDHENU","55.65","9936.00","22307.30","0.00","0.09","-4.30","-3.55","42.15","55.93","55.75","55.67","55.99","56.38","56.08","56.25","55.95","55.64","55.57","54.90","54.19","48.92","49.28","58.95","53.82","56.38","-0.10","0.05","-0.14","29.06","21.26","10.29","48.45","11.48","17.44","-54.80","62.81","1.70","2.70","-68.75","0.11","23.00","15.33","-2.50","NO PATTERN","2016-08-30"
"KANANIIND","26.05","89117.00","107710.00","6.54","2.96","13.26","43.13","152.91","24.97","24.89","24.05","24.34","23.84","24.02","23.74","23.32","22.70","22.42","19.47","20.43","15.51","16.38","26.57","21.10","23.84","0.65","0.58","0.08","31.42","22.55","11.13","58.51","39.25","41.65","38.14","22.08","2.30","2.38","-28.23","0.61","77.46","38.52","3.05","NO PATTERN","2016-08-30"
"KANORICHEM","70.95","119507.00","98790.74","3.13","-3.34","3.20","16.79","27.26","70.02","70.20","69.44","69.70","68.49","69.34","68.85","68.84","68.58","68.30","67.10","67.00","65.57","63.94","73.34","63.65","68.49","0.66","0.49","0.17","15.58","23.54","16.67","55.81","24.84","16.55","15.46","67.58","4.10","2.88","-39.21","0.09","96.20","32.07","2.20","Engulfing Line - Bullish","2016-08-30"
"KANSAINER","369.80","134064.00","174613.22","1.55","2.28","8.41","26.54","54.73","365.17","366.30","367.27","364.81","367.38","360.86","349.23","351.48","337.19","342.11","318.55","325.52","289.85","296.56","376.96","357.80","367.38","8.40","10.60","-2.21","46.07","25.02","10.46","62.46","47.62","30.06","166.67","379.65","7.65","10.14","-58.73","0.38","100.00","51.26","28.70","NO PATTERN","2016-08-30"
"KARMAENG","21.35","1842.00","7583.46","-3.39","-5.32","25.22","40.92","12.37","22.03","21.94","22.59","21.70","21.07","21.11","19.35","20.12","18.59","19.45","17.93","18.90","19.69","19.54","25.77","16.38","21.07","1.14","1.29","-0.15","44.33","27.49","12.53","53.81","44.74","50.89","-96.26","24.62","1.25","1.82","-76.72","0.38","0.00","0.00","4.30","NO PATTERN","2016-08-30"
"KARURVYSYA","483.80","486625.00","165782.64","-2.76","-4.35","0.73","4.81","-1.35","497.96","494.56","495.24","495.45","491.35","495.14","496.31","494.81","500.57","493.01","487.62","486.03","463.29","472.09","512.49","470.22","491.35","0.44","0.16","0.28","16.79","16.10","27.56","42.18","20.81","33.58","-132.68","510.49","23.00","11.53","-82.37","0.05","0.00","0.00","3.50","Engulfing Line - Bearish","2016-08-30"
"KAUSHALYA","5.00","7506.00","30654.82","0.00","-6.54","-22.48","5.26","-11.50","5.14","5.12","5.32","5.32","5.54","5.41","5.62","5.44","5.52","5.36","4.97","5.13","4.67","4.99","6.23","4.84","5.54","-0.14","-0.06","-0.08","15.02","14.14","21.37","36.80","9.98","5.87","-103.07","5.85","0.20","0.35","-90.00","0.39","0.00","0.00","-1.45","NO PATTERN","2016-08-30"
"KAVVERITEL","14.90","691.00","6327.70","-0.67","-11.83","-5.99","2.41","-16.29","15.20","15.23","15.57","15.49","15.45","15.53","15.71","15.50","15.41","15.48","15.32","15.62","16.49","16.07","16.91","13.98","15.45","-0.04","0.06","-0.10","29.13","23.04","16.97","44.34","6.96","9.54","-75.61","14.05","0.80","1.23","-66.67","0.05","0.00","0.98","-0.95","NO PATTERN","2016-08-30"
"KAYA","712.45","10123.00","21951.16","0.15","-4.68","-12.43","-14.47","-48.49","713.78","716.77","721.80","730.16","741.49","744.47","781.49","768.32","807.67","787.47","829.03","820.55","895.63","906.24","801.92","681.06","741.49","-27.52","-28.34","0.82","20.73","14.84","22.45","33.75","33.89","30.84","-70.36","763.30","17.50","29.25","-70.18","-0.24","59.63","47.83","-101.15","NO PATTERN","2016-08-30"
"KCP","94.45","265642.00","344687.36","1.02","-1.77","-6.53","20.70","24.52","95.18","94.53","92.75","94.24","94.16","94.43","96.36","94.30","94.88","93.36","89.67","90.41","82.77","85.24","101.29","87.02","94.16","-0.25","-0.45","0.19","15.72","21.63","18.75","49.94","34.47","50.61","-72.29","89.32","2.65","3.75","-44.40","0.18","30.59","35.53","-6.60","NO PATTERN","2016-08-30"
"KCPSUGIND","33.05","521479.00","1181197.84","-1.78","-8.32","-22.24","22.41","108.52","34.18","33.99","34.62","34.93","35.48","35.64","37.67","36.30","38.35","36.14","34.32","34.48","29.44","29.61","38.96","32.01","35.48","-1.23","-1.07","-0.16","16.76","18.28","27.55","39.56","11.03","17.04","-111.00","36.21","1.25","2.12","-83.76","0.21","0.00","5.05","-9.45","NO PATTERN","2016-08-30"
"KDDL","222.50","9358.00","28600.22","0.02","-12.25","-11.02","35.84","0.00","229.16","229.95","249.76","242.28","256.58","244.16","242.53","239.88","230.65","232.87","208.39","214.94","","","294.75","218.41","256.58","-1.46","5.72","-7.18","29.94","17.20","25.80","37.83","11.94","9.63","-91.75","269.22","11.40","15.41","-89.33","0.58","0.39","0.13","-27.55","NO PATTERN","2016-08-30"
"KEC","136.20","71767.00","281971.20","0.00","-0.18","-4.99","-1.70","-0.69","136.60","136.49","136.73","137.19","138.26","137.91","139.84","138.55","140.22","138.28","136.81","136.59","133.59","136.63","143.97","132.54","138.26","-1.23","-1.12","-0.11","13.50","18.97","17.14","42.39","17.36","34.04","-63.77","134.28","1.80","3.20","-68.57","0.07","21.94","35.38","-7.15","NO PATTERN","2016-08-30"
"KECL","57.30","334573.00","472270.30","-1.63","11.05","13.92","55.71","58.29","57.13","56.51","52.35","53.58","50.60","52.20","50.25","50.37","48.65","48.66","44.46","45.29","38.00","40.01","58.60","42.59","50.60","2.50","1.58","0.91","25.03","29.12","10.65","70.23","73.05","78.46","45.06","51.97","3.00","2.98","-27.63","0.42","0.00","60.17","7.00","NO PATTERN","2016-08-30"
"KEI","117.65","56461.00","171124.58","-0.93","-1.38","0.60","9.85","2.71","118.18","117.95","116.32","117.10","115.59","116.77","117.26","116.17","116.14","115.20","112.43","112.92","108.68","109.90","119.93","111.25","115.59","0.63","0.27","0.36","12.41","18.30","15.71","54.04","43.47","48.98","-71.43","114.48","3.20","3.49","-40.48","0.13","0.00","16.62","0.70","NO PATTERN","2016-08-30"
"KELLTONTEC","118.35","75514.00","126254.08","-2.15","-8.26","-26.97","-35.04","0.00","121.61","122.46","131.11","131.28","140.96","137.29","150.40","145.82","154.86","153.25","169.96","169.22","","","171.60","110.31","140.96","-11.07","-9.17","-1.89","42.37","6.13","32.77","26.46","51.83","45.55","-45.68","135.01","7.80","10.23","-71.77","-0.45","75.75","87.35","-43.70","NO PATTERN","2016-08-30"
