"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"BHARATFORG-1M","862.55","2052600.00","3397738.00","0.77","1.06","19.33","13.25","-22.38","861.48","859.75","852.95","847.57","837.21","834.10","796.45","813.77","781.97","800.88","771.29","793.34","800.28","833.58","900.16","774.26","837.21","25.36","25.56","-0.19","38.47","25.50","12.80","65.27","45.24","55.26","-62.30","835.34","22.90","23.57","-20.43","0.15","37.21","41.85","139.75","","2016-09-01"
"BHARATFORG-2M","860.35","33600.00","858012.00","-0.03","0.69","19.56","13.07","-22.58","862.69","860.43","853.10","847.70","836.37","833.63","794.42","812.58","779.63","799.32","769.43","791.56","798.63","832.86","902.00","770.74","836.37","26.43","26.52","-0.09","38.23","27.74","14.63","66.05","45.58","58.39","-72.32","830.82","20.00","20.78","-23.48","0.15","0.00","32.76","140.75","","2016-09-01"
"BHARATGEAR","93.80","68188.00","54856.34","1.41","1.13","-1.16","24.16","5.10","93.39","92.78","89.33","90.94","88.43","90.29","90.84","89.38","89.14","88.12","84.96","85.33","79.78","83.93","96.18","80.68","88.43","1.17","0.43","0.74","29.98","28.19","10.64","59.61","39.86","47.21","-26.87","84.47","6.30","4.45","-36.47","0.20","45.10","15.03","-1.10","NO PATTERN","2016-09-01"
"BHARATIDIL","24.85","41339.00","37707.26","2.26","-0.80","-5.15","9.47","0.00","24.71","24.75","25.07","25.11","25.51","25.40","26.09","25.73","26.39","25.83","26.12","25.71","","","27.14","23.89","25.51","-0.51","-0.44","-0.07","24.91","16.48","17.70","42.40","25.86","14.85","-70.14","26.51","2.35","1.45","-52.11","0.02","100.00","33.33","-1.35","Engulfing Line - Bullish","2016-09-01"
"BHARATRAS","1411.85","464.00","2016.00","-1.04","-2.87","21.92","22.86","45.76","1436.31","1432.17","1455.75","1411.48","1361.13","1375.35","1276.49","1318.74","1240.19","1274.06","1185.41","1203.10","1071.24","1113.63","1635.71","1086.55","1361.13","68.21","72.64","-4.43","39.21","28.70","14.79","59.45","23.66","31.65","-117.72","1588.00","39.30","58.57","-42.66","0.38","0.00","2.23","253.85","NO PATTERN","2016-09-01"
"BHARATWIRE","40.85","184940.00","17645.48","-1.21","-1.92","-6.41","-2.51","0.00","41.48","41.39","41.97","41.92","42.36","42.21","42.80","42.54","43.01","42.68","42.67","42.65","","","43.88","40.84","42.36","-0.52","-0.37","-0.14","16.67","14.32","17.24","37.17","23.27","33.89","20.83","40.40","3.40","1.53","-86.76","0.00","0.00","0.00","-2.80","NO PATTERN","2016-09-01"
"BHARTIARTL","310.85","35411027.00","3273784.64","-6.27","-10.16","-13.12","-15.11","-10.75","332.18","329.02","342.78","339.83","346.40","344.46","354.75","349.45","357.12","351.75","356.29","352.04","340.47","348.96","369.41","323.38","346.40","-8.14","-5.04","-3.10","19.65","9.21","37.35","22.17","14.01","16.93","-156.16","353.80","30.85","11.06","-83.55","-0.02","0.00","0.00","-46.95","NO PATTERN","2016-09-01"
"BHARTIARTL-1M","310.35","56542500.00","7080834.00","-6.98","-10.04","-12.80","-15.15","-11.39","332.98","329.54","343.25","340.23","346.56","344.76","354.78","349.66","357.30","351.94","356.59","352.18","340.37","349.09","368.97","324.15","346.56","-7.97","-4.92","-3.05","20.91","9.08","38.19","22.54","14.45","17.25","-156.01","352.52","31.35","10.64","-86.62","-0.03","0.00","4.75","-45.55","","2016-09-01"
"BHARTIARTL-2M","309.85","1363500.00","2458950.00","-7.20","-10.46","-12.95","-15.33","-12.11","333.05","329.53","343.25","340.26","346.70","344.73","354.46","349.53","356.93","351.76","356.43","351.98","340.40","349.33","369.21","324.19","346.70","-7.86","-4.76","-3.09","20.19","9.89","41.92","21.94","13.96","17.06","-160.09","353.87","30.60","9.65","-88.06","-0.02","0.00","4.11","-46.10","","2016-09-01"
"BHARTIARTL-3M","308.55","25500.00","23910.00","-10.58","-11.53","-15.79","-17.11","0.00","342.82","336.14","346.79","345.84","353.38","349.62","357.58","352.80","356.66","353.37","352.50","352.33","","","381.09","325.67","353.38","-6.41","-3.38","-3.02","7.98","85.01","87.98","26.07","32.97","64.36","-166.67","120.95","40.85","35.36","-15.47","0.04","0.00","33.33","-57.85","","2016-09-01"
"BHEL","135.45","5065992.00","6655444.96","-2.62","-3.87","-2.31","12.83","-40.99","139.10","138.35","139.31","139.04","138.69","139.08","140.41","138.20","137.52","136.60","130.89","134.78","135.00","150.49","143.46","133.92","138.69","0.18","0.59","-0.41","10.99","21.11","24.63","44.27","44.51","56.30","-166.67","146.40","5.35","4.40","-92.80","0.21","0.00","29.26","-3.20","NO PATTERN","2016-09-01"
"BHEL-1M","133.70","17815000.00","23340940.00","-2.94","-5.08","-3.74","11.00","-41.91","137.34","136.92","138.64","138.12","138.31","138.41","140.18","137.81","137.43","136.38","131.01","134.74","135.22","150.57","143.15","133.47","138.31","-0.27","0.31","-0.58","9.91","21.63","26.67","43.06","38.04","45.95","-150.02","145.63","5.40","4.41","-95.45","0.20","0.00","31.97","-5.20","","2016-09-01"
"BHEL-2M","133.10","435000.00","6727800.00","-2.92","-3.13","-4.28","10.14","-41.24","136.63","136.18","138.13","137.54","138.00","138.00","140.13","137.62","137.55","136.33","131.29","134.82","135.34","150.42","142.96","133.04","138.00","-0.57","0.05","-0.62","10.09","20.70","29.05","41.61","52.36","55.40","-152.13","145.70","5.15","3.95","-96.73","0.19","0.00","46.55","-5.95","","2016-09-01"
"BHEL-3M","135.10","20000.00","97600.00","-1.53","-0.84","-8.75","11.19","-51.76","136.36","136.54","138.54","138.10","139.93","138.57","140.99","137.76","135.85","136.12","131.10","134.89","140.33","152.90","148.41","131.45","139.93","-0.44","0.50","-0.95","10.61","35.13","36.99","44.39","32.29","26.81","-72.61","145.45","2.10","3.03","-99.10","0.24","0.00","66.67","-12.95","","2016-09-01"
"BHUSANSTL","40.45","141357.00","344337.58","-2.41","-2.41","-1.82","13.31","-19.42","41.28","41.16","41.51","41.47","41.56","41.56","41.93","41.46","41.57","41.13","39.75","40.50","39.53","41.68","43.10","40.02","41.56","-0.11","0.02","-0.13","20.82","18.74","17.38","42.00","16.73","18.06","-156.68","44.60","1.70","1.52","-83.00","0.15","0.00","6.61","-0.75","NO PATTERN","2016-09-01"
"BIL","544.30","2334.00","12700.00","-0.42","3.05","7.04","5.15","9.63","533.79","538.10","538.02","535.91","536.19","534.15","529.62","530.26","521.81","526.51","523.48","520.49","514.42","522.38","569.00","503.38","536.19","3.67","4.29","-0.62","16.18","18.44","15.61","56.53","72.28","56.57","97.23","567.52","17.00","20.52","-50.16","0.09","88.63","96.21","35.80","NO PATTERN","2016-09-01"
"BILENERGY","0.95","28470.00","55742.24","5.56","5.56","0.00","11.76","0.00","0.91","0.92","0.96","0.94","0.96","0.95","0.97","0.96","1.00","0.96","0.95","0.97","","","1.06","0.85","0.96","-0.02","-0.01","-0.01","20.80","12.79","16.53","49.34","50.00","25.93","45.45","1.07","0.10","0.09","-60.00","0.01","100.00","55.16","0.00","Morning Star - Bullish","2016-09-01"
"BINANIIND","106.15","283228.00","294697.94","-2.93","2.17","25.18","62.43","37.59","112.15","108.97","101.68","103.65","97.66","99.56","90.72","93.71","86.77","89.09","78.15","82.37","72.67","77.67","117.85","77.46","97.66","7.57","6.45","1.11","59.24","33.70","14.40","62.67","42.95","60.94","-139.51","103.59","4.70","6.35","-41.05","0.61","0.00","33.33","21.35","NO PATTERN","2016-09-01"
"BINDALAGRO","28.60","173546.00","241181.70","-1.89","5.34","12.82","13.94","-42.28","28.21","28.28","26.39","27.09","25.95","26.69","26.13","26.45","26.55","26.44","26.23","27.01","30.40","31.34","29.29","22.62","25.95","0.65","0.13","0.51","21.50","23.95","11.97","62.38","81.16","75.18","42.35","26.41","1.70","1.38","-19.23","-0.05","55.50","78.35","3.25","NO PATTERN","2016-09-01"
"BIOCON","910.20","537783.00","1528299.78","-0.71","5.16","9.53","28.31","122.16","904.66","903.67","878.79","882.59","865.28","866.20","828.61","836.97","797.94","807.48","739.89","747.48","599.74","637.39","921.14","809.42","865.28","31.89","30.21","1.69","47.17","34.40","11.20","71.91","80.17","77.62","43.78","888.96","13.50","24.19","-14.31","0.48","26.93","75.64","79.20","NO PATTERN","2016-09-01"
"BIOCON-1M","913.00","2288000.00","5100216.00","-0.79","5.63","9.58","27.75","123.20","909.17","907.06","881.28","885.47","867.73","868.89","831.03","839.55","800.43","809.98","742.37","749.78","601.34","639.24","924.74","810.73","867.73","32.19","30.26","1.92","48.30","34.68","10.98","70.70","78.93","78.32","38.11","889.86","15.00","24.31","-15.30","0.48","16.35","72.12","79.80","","2016-09-01"
"BIOCON-2M","916.15","26400.00","773014.00","-1.12","4.94","9.42","27.38","96.32","914.00","911.94","886.67","890.78","873.44","874.21","836.07","844.68","805.31","814.88","746.56","754.15","604.42","642.51","929.77","817.12","873.45","32.23","30.53","1.70","49.14","40.45","12.38","69.87","83.45","80.95","34.67","894.81","14.50","22.20","-17.35","0.48","0.00","66.67","78.90","","2016-09-01"
"BIRLACORPN","652.05","40949.00","128186.34","-0.54","-0.75","18.47","57.06","46.59","655.27","655.21","659.12","648.04","638.18","634.82","598.91","607.76","580.20","580.38","503.61","532.86","447.60","485.16","705.67","570.69","638.18","26.69","30.48","-3.79","51.39","26.31","9.73","64.36","34.39","33.66","-36.59","683.57","14.95","22.10","-56.08","0.68","0.00","0.00","101.65","Doji","2016-09-01"
"BIRLACOT","0.05","1105914.00","1734232.24","0.00","-50.00","-50.00","-50.00","0.00","0.06","0.06","0.08","0.07","0.08","0.07","0.08","0.08","0.08","0.08","0.08","0.08","0.06","0.07","0.13","0.03","0.08","-0.01","0.00","0.00","100.00","0.03","0.00","44.32","0.00","11.11","-41.67","0.10","0.05","0.05","-100.00","0.20","0.00","3.01","-0.05","NO PATTERN","2016-09-01"
"BIRLAERIC","34.20","15500.00","13741.38","0.00","-0.73","-9.88","-7.07","-30.56","34.14","34.16","34.34","34.72","35.58","35.28","36.93","35.95","37.00","36.25","36.33","36.81","40.39","40.66","39.17","31.98","35.58","-1.00","-0.93","-0.08","21.17","15.35","18.93","39.34","50.00","46.36","45.45","33.20","1.35","1.44","-76.74","-0.01","84.87","77.36","-3.75","NO PATTERN","2016-09-01"
"BIRLAMONEY","28.15","32540.00","134042.76","-1.23","-6.79","8.48","25.11","30.02","28.60","28.69","29.27","28.99","29.03","28.75","28.02","28.01","26.92","27.23","24.96","25.96","24.43","24.97","33.14","24.92","29.03","0.55","0.88","-0.33","32.43","27.81","17.38","49.05","8.33","9.18","-68.04","27.06","1.25","2.00","-84.68","0.43","0.00","1.01","2.20","NO PATTERN","2016-09-01"
"BLBLIMITED","4.45","9421.00","11573.78","1.14","-1.11","-6.32","3.49","0.00","4.29","4.36","4.38","4.41","4.44","4.49","4.70","4.58","4.85","4.59","4.40","4.48","4.13","4.26","4.74","4.15","4.44","-0.14","-0.15","0.01","18.08","18.28","22.30","47.47","63.64","38.76","101.45","4.00","0.30","0.30","-35.71","0.12","100.00","78.68","-0.30","NO PATTERN","2016-09-01"
"BLISSGVS","145.75","234774.00","361856.82","-2.21","5.01","22.32","57.40","3.55","145.74","144.92","137.09","138.55","132.84","133.93","124.81","126.84","115.59","122.07","108.58","120.02","135.98","135.99","150.40","115.28","132.84","8.74","7.77","0.97","55.97","35.68","4.40","74.24","75.89","81.25","57.34","134.48","6.55","5.38","-20.36","0.47","0.00","66.67","26.60","NO PATTERN","2016-09-01"
"BLKASHYAP","24.20","5796554.00","454686.14","16.35","25.39","26.04","32.60","168.89","20.87","21.42","19.48","20.15","19.41","19.84","19.58","19.55","19.49","19.26","18.69","18.53","17.47","16.81","22.10","16.71","19.41","0.53","0.06","0.47","26.29","40.47","12.66","75.50","69.98","58.62","166.67","16.45","4.15","1.48","-9.93","0.16","100.00","96.63","5.00","NO PATTERN","2016-09-01"
"BLS","971.10","2152.00","7677.14","0.11","0.06","-1.96","0.00","0.00","968.18","969.72","972.93","971.24","974.95","970.90","971.32","966.97","968.36","960.96","","","","","992.32","957.58","974.95","1.74","3.93","-2.19","17.13","28.59","30.20","52.05","77.13","58.01","108.33","946.72","2.75","11.56","-59.44","","100.00","74.38","-19.45","NO PATTERN","2016-09-01"
"BLUEBLENDS","68.45","46.00","13411.76","1.18","0.29","-9.70","-18.80","0.00","67.52","67.90","68.81","68.50","68.81","68.90","69.75","69.65","68.56","70.78","75.35","71.83","70.26","67.29","71.70","65.93","68.81","-0.77","-0.61","-0.17","17.78","13.23","15.35","47.54","44.34","39.62","-2.33","63.79","3.00","5.22","-53.37","-0.22","100.00","62.14","-7.35","NO PATTERN","2016-09-01"
"BLUECOAST","121.10","100.00","289.92","-3.08","-4.53","-29.59","0.00","0.00","123.84","124.05","128.88","130.30","138.61","134.48","147.75","134.47","139.03","128.53","","","","","169.03","108.19","138.61","-6.19","-3.50","-2.69","33.12","17.53","32.83","38.74","50.64","60.68","-81.20","132.00","3.85","8.40","-86.08","","24.70","60.10","-50.90","NO PATTERN","2016-09-01"
"BLUEDART","5589.95","8866.00","8974.86","2.69","4.94","-2.07","-3.81","-16.08","5290.25","5393.32","5378.02","5406.59","5468.97","5469.76","5652.93","5568.40","5742.48","5634.31","5687.94","5739.72","6048.92","6140.64","5836.64","5101.29","5468.97","-119.81","-134.95","15.14","41.59","20.23","27.52","52.97","81.82","57.72","114.80","4899.84","264.50","164.47","-3.38","-0.09","100.00","100.00","-118.00","NO PATTERN","2016-09-01"
"BLUESTARCO","502.15","19603.00","55634.28","0.20","2.56","6.16","18.40","45.85","496.22","497.52","492.53","492.05","489.24","487.67","478.29","478.71","464.56","469.30","448.52","450.01","400.88","413.19","503.09","475.38","489.24","8.86","9.01","-0.15","46.25","27.50","9.63","63.92","88.99","80.26","65.28","475.87","12.55","14.07","-10.35","0.26","100.00","100.00","29.15","NO PATTERN","2016-09-01"
"BODALCHEM","109.70","784697.00","960230.70","1.43","-5.63","-1.92","28.30","286.27","111.94","111.12","111.70","111.28","110.17","110.69","109.43","109.22","108.50","106.97","101.82","100.10","77.06","79.37","118.48","101.86","110.17","1.24","1.51","-0.27","21.90","22.34","21.28","49.43","18.13","27.54","-86.51","120.85","5.10","4.53","-56.46","0.29","19.26","6.42","-2.15","NO PATTERN","2016-09-01"
"BOMDYEING","44.05","625755.00","1180235.90","-0.79","1.15","-2.97","0.34","-26.58","43.89","44.00","44.12","44.19","44.33","44.49","45.37","44.97","45.89","45.35","46.02","46.33","50.23","51.81","45.72","42.93","44.33","-0.57","-0.62","0.05","11.49","23.25","17.19","44.29","44.28","35.06","58.37","45.89","1.20","1.29","-76.06","-0.07","66.94","88.98","-1.35","NO PATTERN","2016-09-01"
"BOSCHLTD","24118.10","13804.00","17457.78","-0.21","1.46","-1.37","9.26","6.92","24095.93","24115.49","23944.09","24107.37","24321.92","24125.53","24372.44","23971.86","23753.90","23639.69","22625.92","22792.38","20222.49","21689.25","25505.24","23138.61","24321.92","14.98","58.09","-43.11","19.59","22.57","15.34","50.65","62.98","64.91","33.34","23359.60","672.95","565.06","-45.64","0.23","41.85","62.66","-335.35","NO PATTERN","2016-09-01"
"BOSCHLTD-1M","24297.20","23050.00","36590.50","-0.21","1.99","-1.16","9.58","8.11","24259.90","24269.08","24037.86","24223.39","24415.54","24228.45","24453.17","24062.07","23825.56","23722.46","22700.04","22865.06","20274.69","21748.57","25630.06","23201.03","24415.54","37.55","67.49","-29.94","19.87","24.02","17.60","51.85","65.72","72.02","35.42","23502.40","623.85","535.86","-44.65","0.24","39.91","62.27","-286.15","","2016-09-01"
"BPCL","586.80","3724608.00","3395743.80","-2.62","-1.91","1.29","17.00","43.37","598.44","595.64","593.07","593.39","591.42","590.18","586.44","580.87","571.18","568.44","532.26","541.51","479.09","499.52","611.26","571.59","591.42","7.20","8.36","-1.17","20.54","22.40","22.30","50.38","58.13","75.37","-106.29","575.35","23.45","16.43","-61.61","0.33","0.00","45.13","7.45","NO PATTERN","2016-09-01"
"BPCL-1M","590.65","8890800.00","6732096.00","-2.30","-1.25","1.41","18.68","43.89","601.28","598.21","594.32","595.21","592.89","591.80","588.06","582.21","571.94","569.59","532.99","542.45","479.96","500.42","612.59","573.18","592.89","7.58","8.50","-0.92","22.98","23.53","21.45","51.51","60.45","79.10","-95.50","576.65","23.05","15.75","-55.53","0.33","0.00","42.07","8.20","","2016-09-01"
"BPCL-2M","592.70","123600.00","1489176.00","-2.53","-0.92","1.26","20.36","47.87","603.92","600.82","596.95","597.84","595.59","594.36","590.80","584.36","573.37","571.25","533.22","543.47","480.56","500.74","615.02","576.15","595.59","7.80","8.85","-1.06","20.68","25.84","25.10","51.35","60.39","79.73","-96.97","580.32","20.00","14.42","-57.38","0.35","0.00","48.64","7.35","","2016-09-01"
"BPL","49.15","570509.00","631227.56","-1.70","20.76","25.38","71.85","68.61","50.99","49.12","43.14","45.13","41.27","43.18","40.16","40.82","38.65","38.98","34.24","36.30","32.96","34.44","52.83","29.70","41.27","3.48","2.18","1.31","39.44","38.21","11.80","67.42","67.25","78.40","-28.68","43.56","3.40","3.04","-37.94","0.52","0.00","40.92","9.95","NO PATTERN","2016-09-01"
"BRFL","163.50","817.00","76892.16","0.15","-3.34","-11.07","18.91","37.11","164.29","164.55","168.14","168.27","172.90","170.30","177.23","170.45","170.74","168.19","157.78","162.96","159.93","158.05","188.00","157.81","172.90","-2.99","-1.31","-1.68","29.13","15.79","12.88","36.49","20.00","22.17","-45.42","168.96","4.00","6.13","-86.88","0.32","17.37","5.79","-20.35","NO PATTERN","2016-09-01"
"BRIGADE","171.25","13198.00","63070.12","0.53","0.50","2.70","10.16","26.52","170.36","170.59","169.67","169.32","166.78","168.27","166.61","166.50","164.56","164.58","159.76","160.61","152.77","155.25","176.88","156.67","166.78","2.00","1.79","0.21","41.35","25.14","9.12","58.53","34.39","29.74","-17.11","158.83","2.10","5.30","-28.90","0.15","100.00","56.80","4.50","NO PATTERN","2016-09-01"
"BRITANNIA","3409.35","88727.00","213437.08","-1.48","-1.59","18.35","21.78","13.56","3431.43","3426.12","3390.29","3362.46","3287.26","3289.99","3102.84","3174.10","2997.48","3087.79","2906.22","2982.81","2853.56","2943.17","3629.73","2944.78","3287.26","137.99","140.13","-2.14","50.86","33.52","9.76","68.13","49.93","54.36","-55.35","3499.00","65.80","81.98","-28.87","0.31","0.00","18.41","528.65","Engulfing Line - Bearish","2016-09-01"
"BRITANNIA-1M","3433.70","173000.00","389524.00","-1.19","-0.77","18.74","22.01","14.53","3453.99","3445.30","3400.24","3375.91","3297.05","3301.44","3110.97","3184.01","3004.96","3097.14","2915.87","2991.87","2862.29","2952.25","3639.73","2954.38","3297.05","141.32","141.26","0.05","51.39","34.91","8.79","71.54","55.45","65.55","-57.72","3508.40","54.45","78.39","-23.88","0.30","0.00","25.46","542.00","","2016-09-01"
"BRITANNIA-2M","3446.40","1000.00","116112.00","-1.16","1.88","20.13","24.55","11.72","3472.92","3454.90","3392.57","3366.37","3257.04","3283.35","3083.95","3162.01","2972.74","3077.62","2912.20","2982.72","2900.70","2964.47","3676.83","2837.26","3257.04","154.76","146.32","8.45","48.33","46.88","7.39","76.12","65.71","74.17","16.50","3406.39","116.80","68.33","-24.13","0.27","0.00","61.89","577.40","","2016-09-01"
"BROOKS","102.05","35854.00","276227.90","0.10","-3.95","-9.41","28.61","39.22","102.24","102.65","103.75","104.76","107.47","106.00","111.83","105.70","104.83","103.60","94.28","98.70","90.26","90.81","118.71","96.24","107.47","-1.72","-0.70","-1.02","17.52","18.08","20.92","43.84","39.33","36.84","-45.45","96.35","3.00","6.18","-64.87","0.45","47.67","38.34","-10.60","NO PATTERN","2016-09-01"
"BSELINFRA","3.10","97803.00","64526.38","0.00","-1.59","-3.12","3.33","72.22","3.14","3.13","3.14","3.15","3.18","3.17","3.23","3.20","3.27","3.21","3.17","3.19","3.07","2.93","3.35","3.01","3.18","-0.04","-0.04","0.00","31.43","14.41","10.79","44.34","60.00","68.89","-45.45","3.00","0.20","0.19","-71.43","0.00","0.00","33.33","-0.10","NO PATTERN","2016-09-01"
"BSL","63.65","7175.00","24224.26","2.74","1.19","-24.45","-9.46","36.88","62.86","62.97","63.22","65.29","68.64","67.96","75.37","71.40","77.57","72.89","74.58","72.60","68.94","68.26","85.31","51.96","68.64","-4.86","-4.76","-0.10","40.50","9.90","28.10","31.76","50.41","48.62","42.04","67.76","2.80","3.58","-63.13","-0.07","100.00","41.70","-20.60","Engulfing Line - Bullish","2016-09-01"
"BSLGOLDETF","2920.35","59.00","88.10","-1.42","-2.33","-0.21","7.17","23.48","2956.54","2952.59","2966.52","2958.24","2959.74","2953.92","2943.28","2938.75","2924.61","2918.09","2865.31","2865.47","2679.87","2710.12","3002.38","2917.10","2959.74","10.42","16.12","-5.70","41.47","30.82","21.18","45.49","66.27","62.83","-64.15","3145.12","70.95","60.63","-85.79","0.10","0.00","26.90","-6.15","NO PATTERN","2016-09-01"
"BSLIMITED","5.80","4961291.00","6514775.42","-9.38","-8.66","-44.23","-50.64","-74.78","6.25","6.23","6.60","6.71","7.07","7.23","8.52","8.12","9.56","8.91","10.42","10.58","16.78","15.98","8.82","5.32","7.07","-1.00","-1.04","0.04","21.89","12.88","25.08","28.07","44.96","47.70","-128.93","7.60","0.65","0.77","-100.00","-0.76","14.32","65.27","-4.60","NO PATTERN","2016-09-01"
"BSLNIFTY","93.06","543.00","373.12","0.66","3.63","1.44","5.59","0.00","91.37","91.70","90.67","90.89","90.56","90.64","90.09","90.40","90.19","90.27","90.38","90.06","88.94","89.66","93.05","88.07","90.56","0.44","0.18","0.26","41.61","37.64","12.72","57.38","35.63","26.36","82.39","106.06","6.48","4.66","-71.48","0.00","100.00","92.00","1.32","Engulfing Line - Bullish","2016-09-01"
"BURNPUR","14.75","497526.00","1036336.22","-1.01","-0.34","6.12","56.91","82.10","14.82","14.87","14.98","14.93","15.16","14.87","14.94","14.48","14.02","13.92","12.09","12.85","10.70","11.30","16.02","14.31","15.16","0.20","0.34","-0.14","20.25","20.74","21.43","50.61","46.43","41.27","-19.61","13.40","0.50","0.85","-46.05","0.69","23.51","55.08","0.85","NO PATTERN","2016-09-01"
"BUTTERFLY","197.65","47503.00","53434.72","-1.42","-2.23","13.76","20.52","35.28","200.44","197.16","178.40","186.81","176.12","181.54","172.44","176.45","170.23","174.17","169.71","174.11","193.17","180.09","218.86","133.38","176.12","9.06","5.23","3.83","31.35","31.41","14.41","63.41","41.43","56.41","-68.96","161.83","7.80","11.97","-20.15","0.04","0.00","7.38","23.90","NO PATTERN","2016-09-01"
"BVCL","21.25","27019.00","44943.80","-9.57","-14.14","-10.15","38.44","33.65","23.38","22.96","23.21","23.38","23.55","23.33","23.99","22.74","21.73","21.90","19.13","20.37","17.69","18.56","25.74","21.36","23.55","0.24","0.53","-0.30","17.70","19.89","24.36","40.36","15.47","32.35","-166.67","25.85","3.05","1.87","-90.20","0.68","0.00","0.00","-2.40","NO PATTERN","2016-09-01"
"BYKE","158.60","82177.00","93460.16","-0.94","-0.78","-1.49","-6.73","-3.91","158.71","159.09","159.79","159.70","160.54","160.14","161.22","160.65","160.81","160.84","161.24","160.59","158.91","160.56","163.63","157.45","160.54","-0.78","-0.62","-0.16","9.72","14.96","18.64","41.94","53.85","45.44","5.77","161.69","1.75","2.33","-75.56","0.00","58.07","74.71","-2.40","NO PATTERN","2016-09-01"
"CADILAHC","375.25","424365.00","1042099.76","-1.48","-2.24","7.81","15.71","1.81","381.05","379.28","375.83","376.75","374.87","373.93","370.02","367.92","359.70","361.75","343.53","352.78","344.29","357.03","386.32","363.42","374.87","5.77","6.02","-0.25","16.94","22.20","15.99","53.22","36.99","49.47","-112.71","372.53","9.40","11.26","-52.28","0.24","0.00","33.33","27.20","Engulfing Line - Bearish","2016-09-01"
"CADILAHC-1M","376.55","747200.00","2033054.00","-1.67","-1.83","7.99","15.21","0.00","382.93","380.88","376.72","377.97","375.91","375.02","370.88","368.93","360.60","362.76","344.71","354.68","345.08","357.72","388.06","363.75","375.91","5.98","6.07","-0.09","18.22","24.14","16.87","53.42","43.17","56.69","-109.88","373.17","9.40","11.06","-50.60","0.24","0.00","33.33","27.85","","2016-09-01"
"CADILAHC-2M","382.05","4800.00","472672.00","-0.55","0.73","7.65","11.71","0.00","384.95","382.60","377.84","379.17","376.18","376.18","372.36","370.02","361.09","363.86","345.89","356.99","348.85","365.53","392.98","359.38","376.18","6.07","6.04","0.03","13.91","31.47","23.94","56.17","36.60","51.98","-62.84","373.57","4.00","9.64","-43.30","0.24","7.96","11.13","27.15","","2016-09-01"
"CADILAHC-3M","386.00","4800.00","17086.00","-1.03","5.21","18.40","-5.84","0.00","383.15","381.94","360.03","365.42","347.05","356.34","337.01","350.90","330.33","356.00","","","","","401.12","292.97","347.05","15.05","9.23","5.82","23.83","59.05","29.36","69.38","67.56","81.40","30.47","334.55","4.00","8.22","-14.07","","37.54","79.18","60.00","","2016-09-01"
"CAIRN","200.40","1490211.00","3954777.54","0.63","-0.37","10.08","41.78","62.99","201.63","201.47","202.95","200.77","199.64","198.01","193.79","190.82","178.63","183.28","161.74","170.87","146.73","157.30","210.88","188.39","199.64","6.03","7.66","-1.62","36.73","28.82","19.21","56.80","32.80","37.61","-73.92","213.40","4.30","6.33","-60.75","0.63","15.59","25.45","18.35","NO PATTERN","2016-09-01"
"CAIRN-1M","201.15","5008500.00","10757990.00","0.22","-0.05","9.83","41.26","63.01","202.97","202.58","203.69","201.65","200.28","198.77","194.36","191.44","178.94","183.81","162.18","171.29","147.01","157.60","211.56","189.00","200.28","6.25","7.80","-1.55","37.30","29.24","21.13","57.15","40.38","45.33","-95.65","212.89","5.80","6.30","-58.25","0.63","5.50","24.27","18.00","","2016-09-01"
"CAIRN-2M","201.00","10500.00","1935360.00","-3.18","-0.59","9.06","43.01","62.62","204.43","204.33","204.98","203.06","201.50","200.04","195.49","192.43","179.53","184.57","162.27","171.75","147.25","157.84","213.02","189.98","201.50","6.55","8.02","-1.47","43.83","86.16","75.58","55.33","89.03","65.65","38.14","209.97","6.60","19.06","-6.18","0.65","0.00","55.39","16.70","","2016-09-01"
"CAMLINFINE","85.80","46527.00","134754.92","-0.98","-2.05","-7.44","-9.73","-4.40","86.56","86.65","87.73","87.78","88.54","88.65","90.95","89.93","91.58","90.86","93.29","92.17","94.67","94.85","92.23","84.86","88.54","-1.63","-1.48","-0.14","31.56","9.70","25.63","35.19","28.54","25.36","-114.80","85.37","1.40","2.55","-91.03","-0.10","29.88","55.80","-6.90","NO PATTERN","2016-09-01"
"CANBK","277.45","2780959.00","4576557.48","-1.10","2.55","9.66","38.86","-2.27","276.11","276.35","269.24","270.25","264.45","265.93","259.84","257.81","248.74","249.43","224.74","236.05","215.94","237.11","282.99","245.91","264.45","8.52","7.76","0.76","22.03","30.34","17.12","64.96","77.97","81.20","43.42","259.61","7.85","8.19","-17.55","0.48","48.35","82.51","24.45","NO PATTERN","2016-09-01"
"CANBK-1M","274.95","11343000.00","13928320.00","-1.42","1.48","9.04","40.03","-3.29","273.57","274.40","268.16","268.79","263.58","264.53","258.08","256.27","246.98","247.75","222.74","234.36","214.88","235.96","281.58","245.58","263.58","8.47","8.00","0.46","17.69","30.78","20.47","61.79","77.68","71.85","37.86","258.57","9.00","9.24","-21.78","0.49","42.98","76.40","22.80","","2016-09-01"
